Customer_Name,Account,Inventory_Barcode,Barcode,Location,Bin_Location,Item,Manufacturer,Product_Description,Pkg,On_Hand,On_Hand2,On_Order,Min,Max,Price,Total,Customer_Account,Web_Image,VendorCost,Check,QTY,Updated_Time,Customer_Inventory_ID,UserID
RFP Gatineau,39000,GA2692,508701 CBL-50U,VMI3 TMP3,TMP-9-2H,508701 CBL,GENERIC VENDOR,5/16-18X1-1/2 SHCS A2 SS 18-8 UNC FT,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2695,508708 CBL-50U,VMI3 TMP3,TMP-9-3C,508708 CBL,GENERIC VENDOR,5/16-18X2-1/2 SHCS A2 SS 18-8 UNC,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2706,508611 CBL-50U,VMI3 TMP3,TMP-9-4F,508611 CBL,GENERIC VENDOR,1/2-13X1-1/4 SHCS A2 SS 18-8 UNC,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2709,511388 CBL-50U,VMI3 TMP3,TMP-9-5E,511388 CBL,GENERIC VENDOR,M12-1.75X30 SHCS A4 SS 316 UNC,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2710,511389 CBL-50U,VMI3 TMP3,TMP-9-5F,511389 CBL,GENERIC VENDOR,M12-1.75X35 SHCS A4 SS 316 UNC,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA2711,511390 CBL-50U,VMI3 TMP3,TMP-9-5G,511390 CBL,GENERIC VENDOR,M12-1.75X40 SHCS A4 SS 316 UNC,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA4578,510431 CBL-50U,VMI3 TMP3,TP-D5,510431 CBL,GENERIC VENDOR,M8-1.25X20 SHCS FT CL12.9 PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA4579,510436 CBL-50U,VMI3 TMP3,TP-D5,510436 CBL,GENERIC VENDOR,M8-1.25X25 SHCS FT CL12.9 PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA4580,510439 CBL-50U,VMI3 TMP3,TP-D5,510439 CBL,GENERIC VENDOR,M8-1.25X30 SHCS FT CL12.9 PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA5089,400654 CBL-50U,VMI6 MP6,MP6,400654 CBL,GENERIC VENDOR,7/16-14 FIN HEX NUT G5 ZC UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA5090,400645 CBL-50U,VMI6 MP6,MP6,400645 CBL,GENERIC VENDOR,1/2-13 FIN HEX NUT G5 ZC UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA5091,400656 CBL-50U,VMI6 MP6,MP6,400656 CBL,GENERIC VENDOR,9/16-12 FIN HEX NUT G5 ZC UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA5092,400653 CBL-50U,VMI6 MP6,MP6,400653 CBL,GENERIC VENDOR,5/8-11 FIN HEX NUT G5 ZC UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA5093,400650 CBL-50U,VMI6 MP6,MP6,400650 CBL,GENERIC VENDOR,3/4-10 FIN HEX NUT G5 ZC UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA5102,700172 CBL-50U,VMI6 MP6,MP6,700172 CBL,GENERIC VENDOR,1/2 FLAT WASHER SAE ZC THRU-HARD STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA5104,700179 CBL-50U,VMI6 MP6,MP6,700179 CBL,GENERIC VENDOR,5/8 FLAT WASHER SAE ZC THRU-HARD STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA5105,700176 CBL-50U,VMI6 MP6,MP6,700176 CBL,GENERIC VENDOR,3/4 FLAT WASHER SAE ZC THRU-HARD STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA5106,700181 CBL-50U,VMI6 MP6,MP6,700181 CBL,GENERIC VENDOR,7/8 FLAT WASHER SAE ZC THRU-HARD STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA5107,700166 CBL-50U,VMI6 MP6,MP6,700166 CBL,GENERIC VENDOR,1 FLAT WASHER SAE ZC THRU-HARD STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA5110,242739 CBL-50U,VMI6 MP6,MP6,242739 CBL,GENERIC VENDOR,1/4-20X3 HHCS PT G5 ZC UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA5113,246153 CBL-50U,VMI6 MP6,MP6,246153 CBL,GENERIC VENDOR,5/16-18X2 HHCS PT G5 ZC UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA5114,246238 CBL-50U,VMI6 MP6,MP6,246238 CBL,GENERIC VENDOR,5/16-18X3 HHCS PT G5 ZC UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA5119,245299 CBL-50U,VMI6 MP6,MP6,245299 CBL,GENERIC VENDOR,3/8-16X4 HHCS PT G5 ZC UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA5121,247925 CBL-50U,VMI6 MP6,MP6,247925 CBL,GENERIC VENDOR,7/16-14X2 HHCS PT G5 ZC UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA5153,702160 CBL-50U,VMI6 MP6,MP6,702160 CBL,GENERIC VENDOR,9/16 LOCK WASHER ZC STL MEDIUM SPLIT,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA5154,702157 CBL-50U,VMI6 MP6,MP6,702157 CBL,GENERIC VENDOR,5/8 LOCK WASHER ZC STL;MEDIUM SPLIT,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA5155,702154 CBL-50U,VMI6 MP6,MP6,702154 CBL,GENERIC VENDOR,3/4 LOCK WASHER ZC STL;MEDIUM SPLIT,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA5156,702159 CBL-50U,VMI6 MP6,MP6,702159 CBL,GENERIC VENDOR,7/8 LOCK WASHER ZC STL;MEDIUM SPLIT,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA5157,702139 CBL-50U,VMI6 MP6,MP6,702139 CBL,GENERIC VENDOR,1 LOCK WASHER ZC STL MEDIUM SPLIT,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1115,245086 CBL-50U,VMI1-MAIN STORES,CB-1A-C2,245086 CBL,GENERIC VENDOR,3/8-16X2-1/2 HHCS PT A4 SS 316 UNC,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1236,601646 CBL-50U,VMI1-MAIN STORES,CB-2A-A3,601646 CBL,GENERIC VENDOR,1/4-20X1-1/4 MS ROUND SQ/SLOT ZC UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1245,601897 CBL-50U,VMI1-MAIN STORES,CB-2A-C5,601897 CBL,GENERIC VENDOR,5/16-18X1-1/2 MS RND SLOT ZC UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1246,601899 CBL-50U,VMI1-MAIN STORES,CB-2A-D1,601899 CBL,GENERIC VENDOR,5/16-18X2 MS RND SLOT ZC UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1248,601903 CBL-50U,VMI1-MAIN STORES,CB-2A-D3,601903 CBL,GENERIC VENDOR,5/16-18X3 MS RND SLOT ZC UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1250,601877 CBL-50U,VMI1-MAIN STORES,CB-2A-E1,601877 CBL,GENERIC VENDOR,3/8-16X1-1/2 MS RND SLOT ZC UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1251,601879 CBL-50U,VMI1-MAIN STORES,CB-2A-E2,601879 CBL,GENERIC VENDOR,3/8-16X2 MS RND SLOT ZC UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1252,601881 CBL-50U,VMI1-MAIN STORES,CB-2A-E3,601881 CBL,GENERIC VENDOR,3/8-16X2-1/2 MS RND SLOT ZC UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1256,601903 CBL-50U-EXT1,VMI1-MAIN STORES,CB-2B-A3,601903 CBL,GENERIC VENDOR,5/16-18X3 MS RND SLOT ZC UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1257,601891 CBL-50U,VMI1-MAIN STORES,CB-2B-A4,601891 CBL,GENERIC VENDOR,3/8-16X3/4 MS RND SLOT ZC UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1258,600722 CBL-50U,VMI1-MAIN STORES,CB-2B-B1,600722 CBL,GENERIC VENDOR,3/8-16X3/4 MS FLAT SLOT ZC UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1259,601875 CBL-50U-EXT1,VMI1-MAIN STORES,CB-2B-B2,601875 CBL,GENERIC VENDOR,3/8-16X1 MS RND SLOT ZC UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1260,601877 CBL-50U-EXT1,VMI1-MAIN STORES,CB-2B-B3,601877 CBL,GENERIC VENDOR,3/8-16X1-1/2 MS RND SLOT ZC UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1261,601879 CBL-50U-EXT1,VMI1-MAIN STORES,CB-2B-B4,601879 CBL,GENERIC VENDOR,3/8-16X2 MS RND SLOT ZC UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1262,601881 CBL-50U-EXT1,VMI1-MAIN STORES,CB-2B-B5,601881 CBL,GENERIC VENDOR,3/8-16X2-1/2 MS RND SLOT ZC UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1287,600817 CBL-50U,VMI1-MAIN STORES,CB-2C-D3,600817 CBL,GENERIC VENDOR,1/4-20X1 MS FLAT SQ ZC UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1288,600818 CBL-50U,VMI1-MAIN STORES,CB-2C-D4,600818 CBL,GENERIC VENDOR,1/4-20X1-1/4 MS FLAT SQ ZC UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1289,600819 CBL-50U,VMI1-MAIN STORES,CB-2C-D5,600819 CBL,GENERIC VENDOR,1/4-20X1-1/2 MS FLAT SQ ZC UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1291,600822 CBL-50U,VMI1-MAIN STORES,CB-2C-E2,600822 CBL,GENERIC VENDOR,1/4-20X2-1/2 MS FLAT SQ ZC UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1292,600823 CBL-50U,VMI1-MAIN STORES,CB-2C-E3,600823 CBL,GENERIC VENDOR,1/4-20X3 MS FLAT SQ ZC UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1293,601911 CBL-50U-EXT1,VMI1-MAIN STORES,CB-2C-F1,601911 CBL,GENERIC VENDOR,5/16-18X1/2 MS RND SLOT ZC UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1294,601912 CBL-50U-EXT1,VMI1-MAIN STORES,CB-2C-F2,601912 CBL,GENERIC VENDOR,5/16-18X3/4 MS RND SLOT ZC UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1301,601897 CBL-50U-EXT1,VMI1-MAIN STORES,CB-2D-D1,601897 CBL,GENERIC VENDOR,5/16-18X1-1/2 MS RND SLOT ZC UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1329,400808 CBL-50U,VMI1-MAIN STORES,CB-2E-F2,400808 CBL,GENERIC VENDOR,5/8-11 FIN HEX NUT BRASS PLN UNC,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1368,509026 CBL-50U,VMI1-MAIN STORES,CB-2K-A1,509026 CBL,GENERIC VENDOR,3/8-16X3/4 SHCS FT A4 SS,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1374,508985 CBL-50U,VMI1-MAIN STORES,CB-2K-B2,508985 CBL,GENERIC VENDOR,1/2-13X3/4 SHCS A4 SS 316 UNC,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1375,508976 CBL-50U,VMI1-MAIN STORES,CB-2K-B3,508976 CBL,GENERIC VENDOR,1/2-13X1 SHCS FT SS A4(316) UNC,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1376,508978 CBL-50U,VMI1-MAIN STORES,CB-2K-C1,508978 CBL,GENERIC VENDOR,1/2-13X1-1/4 SHCS A4 SS 316 UNC,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1377,508977 CBL-50U,VMI1-MAIN STORES,CB-2K-C2,508977 CBL,GENERIC VENDOR,1/2-13X1-1/2 SHCS FT A4 SS 316 UNC,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1385,323275 CBL-50U,VMI1-MAIN STORES,CB-2L-A2,323275 CBL,GENERIC VENDOR,5/16-18X5/16 SSS CP A4 SS UNC,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1386,323267 CBL-50U,VMI1-MAIN STORES,CB-2L-A3,323267 CBL,GENERIC VENDOR,3/8-16X3/8 SSS CP A4 SS UNC,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1390,509067 CBL-50U,VMI1-MAIN STORES,CB-2L-A7,509067 CBL,GENERIC VENDOR,1/4-28X1 SHCS A4 SS 316 UNC,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1391,500868 CBL-50U,VMI1-MAIN STORES,CB-2L-B1,500868 CBL,GENERIC VENDOR,1/4-20X3/4 FHSCS A4 SS 316 UNC,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1392,500879 CBL-50U,VMI1-MAIN STORES,CB-2L-B2,500879 CBL,GENERIC VENDOR,5/16-18X1 FHSCS A4 SS 316 UNC,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1394,500871 CBL-50U,VMI1-MAIN STORES,CB-2L-B4,500871 CBL,GENERIC VENDOR,3/8-16X1 FHSCS A4 SS FT 316 UNC,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1395,508985 CBL-50U-EXT1,VMI1-MAIN STORES,CB-2L-C1,508985 CBL,GENERIC VENDOR,1/2-13X3/4 SHCS A4 SS 316 UNC,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1396,500860 CBL-50U,VMI1-MAIN STORES,CB-2L-C2,500860 CBL,GENERIC VENDOR,1/2-13X1-1/4 FHSCS A4 SS 316 UNC,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1397,500872 CBL-50U,VMI1-MAIN STORES,CB-2L-C3,500872 CBL,GENERIC VENDOR,3/8-16X1-1/2 FHSCS A4 SS 316 UNC,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1398,508985 CBL-50U-EXT2,VMI1-MAIN STORES,CB-2L-D1,508985 CBL,GENERIC VENDOR,1/2-13X3/4 SHCS A4 SS 316 UNC,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1405,508992 CBL-50U,VMI1-MAIN STORES,CB-2L-E5,508992 CBL,GENERIC VENDOR,1/4-20X1-1/2 SHCS A4 SS 316 UNC,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1407,509030 CBL-50U,VMI1-MAIN STORES,CB-2L-F2,509030 CBL,GENERIC VENDOR,5/16-18X1 SHCS FT UNC A4 SS,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1408,509032 CBL-50U,VMI1-MAIN STORES,CB-2L-F3,509032 CBL,GENERIC VENDOR,5/16-18X1-1/4 SHCS FT UNC A4 SS,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1409,509031 CBL-50U,VMI1-MAIN STORES,CB-2L-F4,509031 CBL,GENERIC VENDOR,5/16-18X1-1/2 SHCS FT UNC A4 SS,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1410,509035 CBL-50U,VMI1-MAIN STORES,CB-2L-F5,509035 CBL,GENERIC VENDOR,5/16-18X2 SHCS A4 SS 316 UNC,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1423,242501 CBL-50U,VMI1-MAIN STORES,CB-3A-B1,242501 CBL,GENERIC VENDOR,1/4-20X1-3/4 HHCS PT G5 PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1427,242609 CBL-50U,VMI1-MAIN STORES,CB-3A-B3,242609 CBL,GENERIC VENDOR,1/4-20X2-1/4 HHCS PT G5 PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1446,605158 CBL-50U,VMI1-MAIN STORES,CB-3A-D3,605158 CBL,GENERIC VENDOR,M8-1.25X40 MS FLAT SLOT ZC UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1494,254796 CBL-50U,VMI1-MAIN STORES,CB-3F-B5,254796 CBL,GENERIC VENDOR,M8-1.25X20 HHCS FT CL8.8;PLN D933 UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1498,254880 CBL-50U,VMI1-MAIN STORES,CB-3F-C2,254880 CBL,GENERIC VENDOR,M8-1.25X40 HHCS PT GR8.8 ZC D931 UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1499,254925 CBL-50U,VMI1-MAIN STORES,CB-3F-C3,254925 CBL,GENERIC VENDOR,M8-1.25X50 HHCS PT GR8.8 ZC D931 UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1500,254963 CBL-50U,VMI1-MAIN STORES,CB-3F-C4,254963 CBL,GENERIC VENDOR,M8-1.25X60 HHCS PT CL8.8 ZC D931 UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1502,250331 CBL-50U,VMI1-MAIN STORES,CB-3F-C6,250331 CBL,GENERIC VENDOR,M10-1.5X25 HHCS FT CL8.8;PLN D933 UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1503,250374 CBL-50U,VMI1-MAIN STORES,CB-3F-C7,250374 CBL,GENERIC VENDOR,M10-1.5X30 HHCS FT CL8.8;PLN D933 UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1505,250449 CBL-50U,VMI1-MAIN STORES,CB-3F-D2,250449 CBL,GENERIC VENDOR,M10-1.5X40 HHCS PT GR8.8 ZC D931 UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1509,250972 CBL-50U,VMI1-MAIN STORES,CB-3F-E1,250972 CBL,GENERIC VENDOR,M12-1.75X30 HHCS FT;CL8.8 PLN D933 UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1510,250991 CBL-50U,VMI1-MAIN STORES,CB-3F-E2,250991 CBL,GENERIC VENDOR,M12-1.75X35 HHCS FT;CL8.8 PLN D933 UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1533,400011 CBL-50U,VMI1-MAIN STORES,CB-3G-E3,400011 CBL,GENERIC VENDOR,M20-2.5 FIN HEX NUT CL8 PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1535,509128 CBL-50U,VMI1-MAIN STORES,CB-3H-A1,509128 CBL,GENERIC VENDOR,M12-1.75X30 SHCS CL8.8 PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1537,509131 CBL-50U,VMI1-MAIN STORES,CB-3H-A3,509131 CBL,GENERIC VENDOR,M12-1.75X40 SHCS CL8.8 PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1562,510401 CBL-50U,VMI1-MAIN STORES,CB-3J-C3,510401 CBL,GENERIC VENDOR,M6-1.0X40 SHCS CL12.9 PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1570,510442 CBL-50U,VMI1-MAIN STORES,CB-3J-D5,510442 CBL,GENERIC VENDOR,M8-1.25X40 SHCS CL12.9 PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1571,509497 CBL-50U,VMI1-MAIN STORES,CB-3J-E1,509497 CBL,GENERIC VENDOR,M8-1.25X50 SHCS CL8.8;PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1575,509088 CBL-50U,VMI1-MAIN STORES,CB-3J-E5,509088 CBL,GENERIC VENDOR,M10-1.5X20 SHCS CL8.8 PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1576,509095 CBL-50U,VMI1-MAIN STORES,CB-3J-E6,509095 CBL,GENERIC VENDOR,M10-1.5X30 SHCS CL8.8 PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1577,509097 CBL-50U,VMI1-MAIN STORES,CB-3J-F1,509097 CBL,GENERIC VENDOR,M10-1.5X35 SHCS CL8.8 PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1578,509098 CBL-50U,VMI1-MAIN STORES,CB-3J-F2,509098 CBL,GENERIC VENDOR,M10-1.5X40 SHCS CL8.8 PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1579,509099 CBL-50U,VMI1-MAIN STORES,CB-3J-F3,509099 CBL,GENERIC VENDOR,M10-1.5X45 SHCS CL8.8 PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1639,507543 CBL-50U,VMI1-MAIN STORES,CB-4H-B1,507543 CBL,GENERIC VENDOR,5/16-18X2 SHCS PLN UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1664,500138 CBL-50U,VMI1-MAIN STORES,CB-4L-A5,500138 CBL,GENERIC VENDOR,1/2-13X3/4 FHSCS FT PLN;UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA4734,700396 CBL-50U,VMI1-MAIN STORES,BS-B2-8B,700396 CBL,GENERIC VENDOR,1 FLAT WASHER USS ZC THRU-HARD STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1676,249042 CBL-50U,VMI4 Garage,GA-B1-11B,249042 CBL,GENERIC VENDOR,1/2-13X3/4 HHCS G2 ZC UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1677,249092 CBL-50U,VMI4 Garage,GA-B1-11C,249092 CBL,GENERIC VENDOR,1/4-20X1/2 HHCS PT G2 ZC UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1689,400773 CBL-50U,VMI4 Garage,GA-B1-1F,400773 CBL,GENERIC VENDOR,9/16-12 FIN HEX NUT G8 ZY UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1691,400767 CBL-50U,VMI4 Garage,GA-B1-1H,400767 CBL,GENERIC VENDOR,3/4-10 FIN HEX NUT G8 ZY UNC STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1700,700420 CBL-50U,VMI4 Garage,GA-B1-3A,700420 CBL,GENERIC VENDOR,5/8 FLAT WASHER USS ZY;THRU-HARD STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1701,700417 CBL-50U,VMI4 Garage,GA-B1-3B,700417 CBL,GENERIC VENDOR,3/4 FLAT WASHER USS ZY THRU-HARD STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
RFP Gatineau,39000,GA1702,700422 CBL-50U,VMI4 Garage,GA-B1-3C,700422 CBL,GENERIC VENDOR,7/8 FLAT WASHER USS ZY THRU-HARD STL,50 50U,0,0,0,10,60,,,NULL,NULL,,NULL,,,,NULL
