Customer_Name,Account,Inventory_Barcode,Barcode,Location,Bin_Location,Item,Manufacturer,Product_Description,Pkg,On_Hand,On_Hand2,On_Order,Min,Max,Price,Total,Customer_Account,Web_Image,VendorCost,Check,QTY,Updated_Time,Customer_Inventory_ID,UserID
Chapmans,127966,CIC0350,1-H-50C-400 SSS-25U,VMI1 Fasteners,S-7-D,1-H-50C-400 SSS,STAR STAINLESS SCREW LTD.,1/2-13X4 HHCS PT;18-8 (A2) NC,25 25U,50,0,0,25,50,,,NULL,NULL,,NULL,,,,NULL
Chapmans,127966,CIC0352,1-H-56C-75 SSS-25U,VMI1 Fasteners,S-7-E,1-H-56C-75 SSS,STAR STAINLESS SCREW LTD.,9/16-12X3/4 HHCS PT,25 25U,50,0,0,25,50,,,NULL,NULL,,NULL,,,,NULL
Chapmans,127966,CIC0357,1-SHB-37-50 SSS-25U,VMI1 Fasteners,S-7-E,1-SHB-37-50 SSS,STAR STAINLESS SCREW LTD.,3/8X1/2 SHOULDER BOLT 18-8 (A2),25 25U,50,0,0,25,50,,,NULL,NULL,,NULL,,,,NULL
Chapmans,127966,CIC0359,1-SHB-50-50 SSS-25U,VMI1 Fasteners,S-7-E,1-SHB-50-50 SSS,STAR STAINLESS SCREW LTD.,1/2X1/2 SHOULDER BOLT 18-8 (A2),25 25U,50,0,0,25,50,,,NULL,NULL,,NULL,,,,NULL
Chapmans,127966,CIC0361,1-SHB-50-125 SSS-25U,VMI1 Fasteners,S-7-F,1-SHB-50-125 SSS,STAR STAINLESS SCREW LTD.,1/2X1-1/4 SHOULDER BOLT 18-8 (A2),25 25U,50,0,0,25,50,,,NULL,NULL,,NULL,,,,NULL
Chapmans,127966,CIC0365,1-MSB-8-25 SSS-25U,VMI1 Fasteners,S-7-F,1-MSB-8-25 SSS,STAR STAINLESS SCREW LTD.,M8-1.25X25 SHOULDER BOLT 18-8 (A2),25 25U,50,0,0,25,50,,,NULL,NULL,,NULL,,,,NULL
Chapmans,127966,CIC0366,1-MSB-10-20 SSS-25U,VMI1 Fasteners,S-7-F,1-MSB-10-20 SSS,STAR STAINLESS SCREW LTD.,M10-1.5X20 SHOULDER BOLT 18-8 (A2),25 25U,50,0,0,25,50,,,NULL,NULL,,NULL,,,,NULL
Chapmans,127966,CIC0368,1-MHF-20-55 SSS-25U,VMI1 Fasteners,S-7-G,1-MHF-20-55 SSS,STAR STAINLESS SCREW LTD.,"M20-2.5X55 HHCS FT, 18-8 (A2) D933 NC",25 25U,50,0,0,25,50,,,NULL,NULL,,NULL,,,,NULL
Chapmans,127966,CIC0369,1-MHF-20-60 SSS-25U,VMI1 Fasteners,S-7-G,1-MHF-20-60 SSS,STAR STAINLESS SCREW LTD.,"M20-2.5X60 HHCS FT, 18-8 (A2) D933 NC",25 25U,50,0,0,25,50,,,NULL,NULL,,NULL,,,,NULL
Chapmans,127966,CIC0370,1-MHF-20-70 SSS-25U,VMI1 Fasteners,S-7-G,1-MHF-20-70 SSS,STAR STAINLESS SCREW LTD.,"M20-2.5X70 HHCS FT, 18-8 (A2) D933 NC",25 25U,50,0,0,25,50,,,NULL,NULL,,NULL,,,,NULL
Chapmans,127966,CIC0371,1-MHF-20-80 SSS-25U,VMI1 Fasteners,S-7-G,1-MHF-20-80 SSS,STAR STAINLESS SCREW LTD.,"M20-2.5X80 HHCS FT, 18-8 (A2) D933 NC",25 25U,50,0,0,25,50,,,NULL,NULL,,NULL,,,,NULL
Chapmans,127966,CIC0372,1-CB-31C-175 SSS-25U,VMI1 Fasteners,S-7-G,1-CB-31C-175 SSS,STAR STAINLESS SCREW LTD.,5/16-18X1-3/4 CB 18-8 (A2),25 25U,50,0,0,25,50,,,NULL,NULL,,NULL,,,,NULL
Chapmans,127966,CIC0373,1-MHF-20-90 SSS-25U,VMI1 Fasteners,S-7-G,1-MHF-20-90 SSS,STAR STAINLESS SCREW LTD.,"M20-2.5X90 HHCS FT, 18-8 (A2) D933 NC",25 25U,50,0,0,25,50,,,NULL,NULL,,NULL,,,,NULL
Chapmans,127966,CIC0374,1-MHF-20-130 SSS-25U,VMI1 Fasteners,S-7-G,1-MHF-20-130 SSS,STAR STAINLESS SCREW LTD.,"M20-2.5X130 HHCS FT, 18-8 (A2) D933 NC",25 25U,50,0,0,25,50,,,NULL,NULL,,NULL,,,,NULL
Ecycle Solutions,146767,ECY0086,246780 CBL-20U,VMI1 Main Store,FST1-E-5,246780 CBL,GENERIC VENDOR,5/8-11X1-1/2 HHCS FT G5 ZC UNC STL,20 20U,0,0,0,0,20,,,NULL,NULL,,NULL,,,,NULL
Ecycle Solutions,146767,ECY0040,247030 CBL-20U,VMI1 Main Store,FST1-F-5,247030 CBL,GENERIC VENDOR,5/8-11X2 HHCS FT G8 ZY UNC STL,20 20U,20,0,0,0,20,,,NULL,NULL,,NULL,,,,NULL
Ecycle Solutions,146767,ECY0076,249772 CBL-15U,VMI1 Main Store,FST1-L-7,249772 CBL,GENERIC VENDOR,7/8-9X5 HHCS STL GR5 PT ZC,15 15U,15,0,0,0,15,,,NULL,NULL,,NULL,,,,NULL
Ecycle Solutions,146767,ECY0082,245256 CBL-25U,VMI1 Main Store,FST1-K-3,245256 CBL,GENERIC VENDOR,3/8-16X4-1/2 HHCS PT G5 ZC UNC STL,1 25U,25,0,0,0,25,,,NULL,NULL,,NULL,,,,NULL
Ecycle Solutions,146767,ECY0083,246288 CBL-25U,VMI1 Main Store,FST1-J-2,246288 CBL,GENERIC VENDOR,5/16-18X4 HHCS PT G5 ZC UNC STL,1 25U,25,0,0,0,25,,,NULL,NULL,,NULL,,,,NULL
Ecycle Solutions,146767,ECY0048,249017 CBL-50U,VMI1 Main Store,FST1-D-4,249017 CBL,GENERIC VENDOR,1/2-13X1 HHCS FT G5 ZC UNC STL,50 50U,50,0,0,0,50,,,NULL,NULL,,NULL,,,,NULL
Ecycle Solutions,146767,ECY0028,702154 CBL-50U,VMI1 Main Store,FST1-B-6,702154 CBL,GENERIC VENDOR,3/4 LOCK WASHER ZC STL;MEDIUM SPLIT,50 50U,200,0,0,100,200,,,NULL,NULL,,NULL,,,,NULL
Ecycle Solutions,146767,ECY0035,702159 CBL-50U,VMI1 Main Store,FST1-B-7,702159 CBL,GENERIC VENDOR,7/8 LOCK WASHER ZC STL;MEDIUM SPLIT,50 50U,200,0,0,100,200,,,NULL,NULL,,NULL,,,,NULL
Ecycle Solutions,146767,ECY0069,242595 CBL-50U,VMI1 Main Store,FST1-G-1,242595 CBL,GENERIC VENDOR,1/4-20X2-1/2 HHCS PT G5 ZC UNC STL,50 50U,200,0,0,100,200,,,NULL,NULL,,NULL,,,,NULL
Ecycle Solutions,146767,ECY0070,242739 CBL-50U,VMI1 Main Store,FST1-H-1,242739 CBL,GENERIC VENDOR,1/4-20X3 HHCS PT G5 ZC UNC STL,50 50U,200,0,0,100,200,,,NULL,NULL,,NULL,,,,NULL
Ecycle Solutions,146767,ECY0073,246153 CBL-50U,VMI1 Main Store,FST1-F-2,246153 CBL,GENERIC VENDOR,5/16-18X2 HHCS PT G5 ZC UNC STL,50 50U,200,0,0,100,200,,,NULL,NULL,,NULL,,,,NULL
Ecycle Solutions,146767,ECY0036,248995 CBL-20U,VMI1 Main Store,FST1-I-7,248995 CBL,GENERIC VENDOR,7/8-9X3-1/2 HHCS PT G5 ZC UNC STL,1 20U,20,0,0,5,20,,,NULL,NULL,,NULL,,,,NULL
Ecycle Solutions,146767,ECY0037,247161 CBL-10U,VMI1 Main Store,FST1-J-5,247161 CBL,GENERIC VENDOR,5/8-11X4 HHCS PT G5 ZC UNC STL,10 10U,20,0,0,10,20,,,NULL,NULL,,NULL,,,,NULL
Ecycle Solutions,146767,ECY0043,241704 CBL-25U,VMI1 Main Store,FST1-I-4,241704 CBL,GENERIC VENDOR,1/2-13X3-1/2 HHCS PT G5 ZC UNC STL,1 25U,50,0,0,25,50,,,NULL,NULL,,NULL,,,,NULL
Ecycle Solutions,146767,ECY0060,244332 CBL-5U,VMI1 Main Store,FST1-J-6,244332 CBL,GENERIC VENDOR,3/4-10X4 HHCS PT G5 ZC UNC STL,5 5U,14,0,0,10,20,,,NULL,NULL,,NULL,,,,NULL
Ecycle Solutions,146767,ECY0071,242781 CBL-50U,VMI1 Main Store,FST1-J-1,242781 CBL,GENERIC VENDOR,1/4-20X4 HHCS PT G5 ZC UNC STL,1 50U,200,0,0,100,200,,,NULL,NULL,,NULL,,,,NULL
Ecycle Solutions,146767,ECY0075,246169 CBL-50U,VMI1 Main Store,FST1-I-2,246169 CBL,GENERIC VENDOR,5/16-18X3-1/2 HHCS PT G5 ZC UNC STL,1 50U,200,0,0,100,200,,,NULL,NULL,,NULL,,,,NULL
Ecycle Solutions,146767,ECY0079,242668 CBL-50U,VMI1 Main Store,FST1-I-1,242668 CBL,GENERIC VENDOR,1/4-20X3-1/2 HHCS PT G5 ZC UNC STL,1 50U,50,0,0,25,50,,,NULL,NULL,,NULL,,,,NULL
Ecycle Solutions,146767,ECY0084,246254 CBL-25U,VMI1 Main Store,FST1-K-2,246254 CBL,GENERIC VENDOR,5/16-18X4-1/2 HHCS PT G5 ZC UNC STL,1 25U,50,0,0,25,50,,,NULL,NULL,,NULL,,,,NULL
Ecycle Solutions,146767,ECY0088,244292 CBL-5U,VMI1 Main Store,FST1-K-6,244292 CBL,GENERIC VENDOR,3/4-10X4-1/2 HHCS PT G5 ZC UNC STL,1 5U,10,0,0,5,10,,,NULL,NULL,,NULL,,,,NULL
Ecycle Solutions,146767,ECY0089,244375 CBL-20U,VMI1 Main Store,FST1-L-6,244375 CBL,GENERIC VENDOR,3/4-10X5 HHCS PT G5 ZC UNC STL,20 20U,10,0,0,5,10,,,NULL,NULL,,NULL,,,,NULL
Ecycle Solutions,146767,ECY0090,247119 CBL-10U,VMI1 Main Store,FST1-K-5,247119 CBL,GENERIC VENDOR,5/8-11X4-1/2 HHCS PT G5 ZC UNC STL,1 10U,20,0,0,5,10,,,NULL,NULL,,NULL,,,,NULL
Ecycle Solutions,146767,ECY0117,244276 CBL-20U,VMI1 Main Store,FST1-H-6,244276 CBL,GENERIC VENDOR,3/4-10X3 HHCS PT G5 ZC UNC STL,20 20U,10,0,0,5,10,,,NULL,NULL,,NULL,,,,NULL
Ecycle Solutions,146767,ECY0118,244228 CBL-20U,VMI1 Main Store,FST1-I-6,244228 CBL,GENERIC VENDOR,3/4-10X3-1/2 HHCS PT G5 ZC UNC STL,20 20U,10,0,0,5,10,,,NULL,NULL,,NULL,,,,NULL
Ecycle Solutions,146767,ECY0120,247053 CBL-10U,VMI1 Main Store,FST1-I-5,247053 CBL,GENERIC VENDOR,5/8-11X3-1/2 HHCS PT G5 ZC UNC STL,10 10U,10,0,0,5,10,,,NULL,NULL,,NULL,,,,NULL
Ecycle Solutions,146767,ECY0042,241770 CBL-25U,VMI1 Main Store,FST1-H-4,241770 CBL,GENERIC VENDOR,1/2-13X3 HHCS PT G5 ZC UNC STL,25 25U,50,0,0,25,50,,,NULL,NULL,,NULL,,,,NULL
Ecycle Solutions,146767,ECY0067,249163 CBL-25U,VMI1 Main Store,FST1-J-7,249163 CBL,GENERIC VENDOR,7/8-9X4 HHCS PT G5 ZC UNC STL,25 25U,20,0,0,10,20,,,NULL,NULL,,NULL,,,,NULL
Ecycle Solutions,146767,ECY0072,242826 CBL-25U,VMI1 Main Store,FST1-L-1,242826 CBL,GENERIC VENDOR,1/4-20X5 HHCS PT G5 ZC UNC STL,25 25U,200,0,0,100,200,,,NULL,NULL,,NULL,,,,NULL
Ecycle Solutions,146767,ECY0092,242754 CBL-25U,VMI1 Main Store,FST1-K-1,242754 CBL,GENERIC VENDOR,1/4-20X4-1/2 HHCS G5 ZC UNC STL,25 25U,100,0,0,50,100,,,NULL,NULL,,NULL,,,,NULL
Ecycle Solutions,146767,ECY0109,7416SD1 PWF-BX,VMI1 Main Store,FST1-A-8,7416SD1 PWF,POWERS INDUSTRIES LTD,BX50 3/8X5 WEDGE ANCHOR ZP EXPANSION TYPE,1 BX,50,0,0,50,100,,,NULL,NULL,,NULL,,,,NULL
Ecycle Solutions,146767,ECY0113,052425 FFT-20U,VMI1 Main Store,FST1-F-7,052425 FFT,FAST& FITT,7/8-9X2 HHCS G5 ZC UNC STL,1 20U,21,0,0,10,20,,,NULL,NULL,,NULL,,,,NULL
Ecycle Solutions,146767,ECY0114,11407 INF-15U,VMI1 Main Store,FST1-K-7,11407 INF,INFASCO,7/8-9X4-1/2 HHCS G5 ZC PT UNC STL,1 15U,30,0,0,15,30,,,NULL,NULL,,NULL,,,,NULL
Ecycle Solutions,146767,ECY0020,6910 2009V VSL-RL,VMI1 Main Store,TBA,6910 2009V VSL,VANGUARD,E70S.035 MIG WIRE 20KG SPOOL,1 RL,2,0,0,1,2,,,NULL,NULL,,NULL,,,,NULL
Ecycle Solutions,146767,ECY0154,460007 BBF-100U,VMI1 Main Store,MS-A1,460007 BBF,BRIGHTON-BEST,M6X1.0X20 HHCS FT ALLOY STEEL CL10.9 DIN 933 ZC,1 100U,2,0,0,1,2,,,NULL,NULL,,NULL,,,,NULL
Goreway Power Station,145729,GW39121,254923 CBL-EA,VMI1 (BIN),MS-F-2H,254923 CBL,GENERIC VENDOR,M8-1.25X50 HHCS PT CL8.8 PLN D931 UNC STL,50 50U,0,0,0,25,225,,,NULL,NULL,,NULL,,,,NULL
Goreway Power Station,145729,GWCP4,850121 CBL-EA,VMI1 (BIN),CAB-1-D6,850121 CBL,GENERIC VENDOR,1/16X1-1/4 COTTER PIN PLN STL RND EXT PRONG,100 100U,0,0,0,25,125,,,NULL,NULL,,NULL,,,,NULL
Goreway Power Station,145729,GW402049,402049 CBL-EA,VMI1 (BIN),MS-E-4D,402049 CBL,GENERIC VENDOR,7/16-14 HEAVY HEX NUT A194-2H PLN UNC STL,50 PK,0,0,0,5,10,,,NULL,NULL,,NULL,,,,NULL
Goreway Power Station,145729,GW77461,243700 CBL-EA,VMI1 (BIN),MS-B-5D,243700 CBL,GENERIC VENDOR,1-8X2 HHCS A4 SS UNC,20 20U,0,0,0,10,20,,,NULL,NULL,,NULL,,,,NULL
Goreway Power Station,145729,GWM82710030,251951 CBL-EA,VMI1 (BIN),MS-F-9E,251951 CBL,GENERIC VENDOR,M16-2.0X30 HHCS FT A4 SS 316 D933 UNC,25 PK,0,0,0,25,50,,,NULL,NULL,,NULL,,,,NULL
Goreway Power Station,145729,GWM82710040,252027 CBL-EA,VMI1 (BIN),MS-F-9F,252027 CBL,GENERIC VENDOR,M16-2.0X40 HHCS FT A4 SS 316 D933 UNC,25 PK,0,0,0,25,75,,,NULL,NULL,,NULL,,,,NULL
H.C. Starck Canada,138111,HCS1027,241443 CBL-50U,VMI1,C1-C-E4,241443 CBL,GENERIC VENDOR,1/2-13X1-1/4 HHCS FT G5 ZC UNC STL,50 50U,50,0,0,25,50,,,NULL,NULL,,NULL,,,,NULL
H.C. Starck Canada,138111,HCS1028,700077 CBL-50U-EXT1,VMI1,C1-C-E2,700077 CBL,GENERIC VENDOR,5/8 FLAT WAHSER SAE ZC STL,50 50U,50,0,0,25,50,,,NULL,NULL,,NULL,,,,NULL
H.C. Starck Canada,138111,HCS1029,700069 CBL-50U-EXT1,VMI1,C1-C-E3,700069 CBL,GENERIC VENDOR,1/2 FLAT WASHER SAE ZC STL,50 50U,50,0,0,25,50,,,NULL,NULL,,NULL,,,,NULL
H.C. Starck Canada,138111,HCS1055,246033 CBL-50U-EXT1,VMI1,WB1-D2-C2,246033 CBL,GENERIC VENDOR,5/16-18X1/2 HHCS G5 ZC UNC STL,50 50U,50,0,0,25,50,,,NULL,NULL,,NULL,,,,NULL
H.C. Starck Canada,138111,HCS1056,249337 CBL-50U,VMI1,WB1-D2-C3,249337 CBL,GENERIC VENDOR,5/16-18X2 TAP BOLT G2 ZC UNC STL,50 50U,50,0,0,25,50,,,NULL,NULL,,NULL,,,,NULL
H.C. Starck Canada,138111,HCS1059,242659 CBL-50U,VMI1,WB1-D2-D5,242659 CBL,GENERIC VENDOR,1/4-20X2 HHCS PT A4 SS 316 UNC,50 50U,50,0,0,25,50,,,NULL,NULL,,NULL,,,,NULL
H.C. Starck Canada,138111,HCS1060,400604 CBL-50U,VMI1,WB1-D4-C2,400604 CBL,GENERIC VENDOR,1/2-13 FIN HEX NUT G5 PLN UNC STL,50 50U,50,0,0,25,50,,,NULL,NULL,,NULL,,,,NULL
H.C. Starck Canada,138111,HCS1061,508634 CBL-50U,VMI1,WB1-D9-D3,508634 CBL,GENERIC VENDOR,1/4-20X1-1/4 SHCS A2 SS 18-8 UNC FT,50 50U,50,0,0,25,50,,,NULL,NULL,,NULL,,,,NULL
H.C. Starck Canada,138111,HCS1062,511388 CBL-50U,VMI1,WB2-D5-A1,511388 CBL,GENERIC VENDOR,M12-1.75X30 SHCS A4 SS 316 UNC,50 50U,50,0,0,25,50,,,NULL,NULL,,NULL,,,,NULL
H.C. Starck Canada,138111,HCS1063,250920 CBL-50U,VMI1,WB2-D5-A2,250920 CBL,GENERIC VENDOR,M12-1.75X20 HHCS FT A4 SS D933 UNC,50 50U,50,0,0,25,50,,,NULL,NULL,,NULL,,,,NULL
Heat Seal Equipment,58380,HS0010,702157 CBL-50U,VMI2,U2-INS-E2,702157 CBL,GENERIC VENDOR,5/8 LOCK WASHER ZC STL MEDIUM SPLIT,50 50U,0,0,0,1,3,,,NULL,NULL,,NULL,,,,NULL
Heat Seal Equipment,58380,HS0013,241426 CBL-50U,VMI2,U2-INS-D5,241426 CBL,GENERIC VENDOR,1/2-13X1-1/2 HHCS FT G5 ZC UNC STL,50 50U,4,0,0,2,4,,,NULL,NULL,,NULL,,,,NULL
Heat Seal Equipment,58380,HS0015,241443 CBL-50U,VMI2,U2-INS-D4,241443 CBL,GENERIC VENDOR,1/2-13X1-1/4 HHCS FT G5 ZC UNC STL,50 50U,2,0,0,1,2,,,NULL,NULL,,NULL,,,,NULL
Heat Seal Equipment,58380,HS0028,244888 CBL-50U,VMI2,U2-INS-F2,244888 CBL,GENERIC VENDOR,3/8-16X1-1/2 HHCS PT G5 ZC UNC STL,50 50U,2,0,0,1,2,,,NULL,NULL,,NULL,,,,NULL
Heat Seal Equipment,58380,HS0030,244936 CBL-50U,VMI2,U2-INS-F2,244936 CBL,GENERIC VENDOR,3/8-16X1-3/4 HHCS PT G5 ZC UNC STL,50 50U,2,0,0,1,2,,,NULL,NULL,,NULL,,,,NULL
Heat Seal Equipment,58380,HS0036,245094 CBL-50U,VMI2,U2-INS-F5,245094 CBL,GENERIC VENDOR,3/8-16X2-1/4 HHCS PT G5 ZC UNC STL,50 50U,2,0,0,1,2,,,NULL,NULL,,NULL,,,,NULL
Heat Seal Equipment,58380,HS0037,245114 CBL-50U,VMI2,U2-INS-F8,245114 CBL,GENERIC VENDOR,3/8-16X2-3/4 HHCS PT G5 ZC UNC STL,50 50U,2,0,0,1,2,,,NULL,NULL,,NULL,,,,NULL
Heat Seal Equipment,58380,HS0038,245148 CBL-50U,VMI2,U2-INS-F4,245148 CBL,GENERIC VENDOR,3/8-16X2 HHCS PT G5 ZC UNC STL,50 50U,2,0,0,1,2,,,NULL,NULL,,NULL,,,,NULL
Heat Seal Equipment,58380,HS0046,246101 CBL-50U,VMI1 Main Store,U2-FST-B9,246101 CBL,GENERIC VENDOR,5/16-18X2-1/4 HHCS PT G5 ZC UNC STL,50 50U,4,0,0,2,4,,,NULL,NULL,,NULL,,,,NULL
Heat Seal Equipment,58380,HS0060,400762 CBL-50U,VMI2,U2-INS-D1A,400762 CBL,GENERIC VENDOR,1/2-13 FIN HEX NUT G8 ZY UNC STL,50 50U,2,0,0,1,2,,,NULL,NULL,,NULL,,,,NULL
Magna Plastcoat,91310,23-27-04,2-122/N70 SEA-EA,VMI1 Main Store,23-27-04,2-122/N70 SEA,SEALTECH SUPPLY INC.,"O-RING 1.125 X 1.312 X 0.103"" - NBR 70",1 EA,100,0,0,50,100,,,NULL,NULL,,NULL,,,,NULL
Magna Plastcoat,91310,DL0005,MKL-059-SP BUC-EA-EXT1,VMI1 Main Store,24-02-04,MKL-059-SP BUC,BUCHANAN RUBBER LTD.,56-59 GEAR HOSE CLAMP MEGAKLAMP,1 EA,20,0,0,10,20,,,NULL,NULL,,NULL,,,,NULL
Magna Plastcoat,91310,R002755,MOR0320030/V SEA-EA,VMI1 Main Store,24-03-10,MOR0320030/V SEA,SEALTECH SUPPLY INC.,METRIC O-RING 32.00 X 38.00 X 3.00 - FPM 80 BLACK,1 EA,100,0,0,50,100,,,NULL,NULL,,NULL,,,,NULL
Magna Plastcoat,91310,R002758,23.5MM X 3MM SEA-EA,VMI1 Main Store,24-03-10,23.5MM X 3MM SEA,SEALTECH SUPPLY INC.,BUNA METRIC O-RING 23.5MM ID X 3MM,1 EA,10,0,0,5,10,,,NULL,NULL,,NULL,,,,NULL
Magna Plastcoat,91310,R002779,MOR0440040/N SEA-EA,VMI1 Main Store,24-03-07,MOR0440040/N SEA,SEALTECH SUPPLY INC.,"OR. 44.00 X 52.00 X 4.00 O'RING,NBR 70",1 EA,10,0,0,20,40,,,NULL,NULL,,NULL,,,,NULL
Magna Plastcoat,91310,R002785,MOR1240040/V75B SEA-EA,VMI1 Main Store,24-03-06,MOR1240040/V75B SEA,SEALTECH SUPPLY INC.,METRIC O-RING 124.00 X 132.00 X 4.00 - FKM 75 BRWN,1 EA,40,0,0,20,40,,,NULL,NULL,,NULL,,,,NULL
Magna Plastcoat,91310,R002793,105MM X 3.5MM SEA-EA,VMI1 Main Store,24-03-05,105MM X 3.5MM SEA,SEALTECH SUPPLY INC.,BUNA METRIC O-RING 105MM ID X 3.5MM,1 EA,10,0,0,5,10,,,NULL,NULL,,NULL,,,,NULL
Magna Plastcoat,91310,R002795,MOR0850040/V SEA-EA,VMI1 Main Store,24-03-05,MOR0850040/V SEA,SEALTECH SUPPLY INC.,METRIC O-RING 85.00 X 93.00 X 4.00 - FKM 75 BLACK,1 EA,40,0,0,20,40,,,NULL,NULL,,NULL,,,,NULL
Magna Plastcoat,91310,R002799,MOR0560040/V80B SEA-EA,VMI1 Main Store,24-03-04,MOR0560040/V80B SEA,SEALTECH SUPPLY INC.,METRIC O-RING 56.00 X 64.00 X 4.00 - FPM 80 BROWN,1 EA,20,0,0,20,40,,,NULL,NULL,,NULL,,,,NULL
Magna Plastcoat,91310,R002801,MOR0360040/V SEA-EA,VMI1 Main Store,24-03-04,MOR0360040/V SEA,SEALTECH SUPPLY INC.,METRIC O-RING 36.00 X 44.00 X 4.00 - FPM 80 BLACK,1 EA,40,0,0,20,40,,,NULL,NULL,,NULL,,,,NULL
Magna Plastcoat,91310,R002804,65MM X 4MM SEA-EA,VMI1 Main Store,24-03-03,65MM X 4MM SEA,SEALTECH SUPPLY INC.,BUNA METRIC O-RING 65MM ID X 4MM,1 EA,10,0,0,5,10,,,NULL,NULL,,NULL,,,,NULL
Magna Plastcoat,91310,R002846,2-015/N70 SEA-EA,VMI1 Main Store,23-27-10,2-015/N70 SEA,SEALTECH SUPPLY INC.,"O-RING 0.562 X 0.687 X 0.070"" - NBR 70",1 EA,100,0,0,50,100,,,NULL,NULL,,NULL,,,,NULL
Moteur PM (Saguenay),71980,PMM0158,510060 CBL-10U,VMI1 Store,03G-2-E,510060 CBL,GENERIC VENDOR,M20-2.5X50 SHCS CL12.9;PLN UNC STL,10 10U,10,0,0,0,10,,,NULL,NULL,,NULL,,,,NULL
Moteur PM (Saguenay),71980,PMM0159,251773 CBL-10U,VMI1 Store,03G-2-E,251773 CBL,GENERIC VENDOR,M16-2.00X150 HHCS;STEEL GR 12.9 UNC ZBLU,10 10U,10,0,0,0,10,,,NULL,NULL,,NULL,,,,NULL
Pepsi,103650,PSM0174,2456-00 AD-BX,VMI5 Cleaning,RACK-3-SH-4,2456-00 AD,AFFILIATED MARKETING,"BX500 24""X24"" GARBAGE BAG CLEAR REGULAR",1 BX,4,0,0,2,4,,,NULL,NULL,,NULL,,,,NULL
Pepsi,103650,PSM0175,2683-01 AD-BX,VMI5 Cleaning,TBA,2683-01 AD,AFFILIATED MARKETING,BX125 30X38 GARBAGE BAG XSTRONG OXY DEGRADABLE,1 BX,6,0,0,3,6,,,NULL,NULL,,NULL,,,,NULL
Pepsi,103650,PSM0177,15407006 R3R-BX,VMI5 Cleaning,TBA,15407006 R3R,R3 RELIABLE REDISTRIBUTION,BX12 SCOTT TISSUE JR RL 2-PLY 07006,1 BX,10,0,0,6,10,,,NULL,NULL,,NULL,,,,NULL
Pepsi,103650,PSM0091,15407946 R3R-CA,VMI2 (QC-Labs,QC-LAB-7,15407946 R3R,R3 RELIABLE RED,CA2940 KIMWIPE 12X12 WIPER 34133,1 CA,10,0,0,4,10,,,NULL,NULL,,NULL,,,,NULL
Pepsi,103650,PSM0169,16741272 R3R-CA,VMI5 Cleaning,Rack-1-SH-3,16741272 R3R,R3 RELIABLE REDISTRIBUTION,CA4 51272 NU LIFE 2000 CONCENTRATE 5-LTR BLUE,1 CA,3,0,0,2,3,,,NULL,NULL,,NULL,,,,NULL
Reinhart,97510,RH-1783,291230 CBL-50U,VMI1,ML6-M-B1,291230 CBL,GENERIC VENDOR,1/4-20X3 CB A2 SS UNC,50 50U,0,0,0,0,0,,,NULL,NULL,,NULL,,,,NULL
Reinhart,97510,NMO10189,500721 CBL-50U-EXT1,VMI1,ML-7B-C8,500721 CBL,GENERIC VENDOR,1/4-20X1/2 FHSCS FT UNC A2 SS,50 50U,50,0,0,0,50,,,NULL,NULL,,NULL,,,,NULL
Reinhart,97510,NMO10193,700538 CBL-50U,VMI1,ML-7A-G8,700538 CBL,GENERIC VENDOR,M20 FLAT WASHER;18-8 (A2) DIN125A,50 50U,50,0,0,0,50,,,NULL,NULL,,NULL,,,,NULL
Reinhart,97510,RH-2624,0573624 WST-EA-EXT1,VMI1,ML6-B-E10,0573624 WST,EMCO CORP - DEPT CREDIT,1/2 BRS PF-FIP ADPT LF,1 EA,3,0,0,1,3,,,,,,,,,,
Reinhart,97510,RH-1914,1-S-25F-87 SSS-50U,VMI1,ML9-J-2F,1-S-25F-87 SSS,GENERIC VENDOR,1/4-28X7/8 SHCS A2 SS UNF,50 50U,0,0,0,1,1,,,NULL,NULL,,NULL,,,,NULL
Reinhart,97510,RH-1928,1-S-25C-75 SSS-50U,VMI1,ML9-M-1C,1-S-25C-75 SSS,GENERIC VENDOR,1/4-20X3/4 SHCS A2 SS UNC,50 50U,0,0,0,1,1,,,NULL,NULL,,NULL,,,,NULL
RFP Alma,58005,AL4029,606383 CBL-100U,VMI3 Electric Fabrication,EF-D2-3-C3,606383 CBL,GENERIC VENDOR,M5-0.8X12 SS A2 UNC MS PAN PHIL,100 100U,100,0,0,0,100,,,NULL,NULL,,NULL,,,,NULL
RFP Alma,58005,AL4030,606387 CBL-100U,VMI3 Electric Fabrication,EF-D2-3-C6,606387 CBL,GENERIC VENDOR,M5-0.8X20 SS A2 UNC MS PAN PHIL,100 100U,100,0,0,0,100,,,NULL,NULL,,NULL,,,,NULL
RFP Alma,58005,AL4031,606388 CBL-100U,VMI3 Electric Fabrication,EF-D2-3-B3,606388 CBL,GENERIC VENDOR,M5-0.8X25 SS A2 UNC MS PAN PHIL,100 100U,100,0,0,0,100,,,NULL,NULL,,NULL,,,,NULL
RFP Alma,58005,AL4032,606389 CBL-100U,VMI3 Electric Fabrication,EF-D2-3-A6,606389 CBL,GENERIC VENDOR,M5-0.8X30 SS A2 UNC MS PAN PHIL,100 100U,100,0,0,0,100,,,NULL,NULL,,NULL,,,,NULL
